at_buy_boolean	at_freq_buy	at_freq_last24_buy	at_freq_last24_sv	at_freq_last24_sv_int_buy	at_freq_sv	at_freq_sv_int_buy	at_interval_buy	at_interval_sv	at_interval_sv_int_buy	expected_time_buy	expected_time_sv	expected_time_sv_int_buy	last_buy	last_sv	last_sv_int_buy	multiple_buy	multiple_sv	multiple_sv_int_buy	uniq_content_links	num_checkins	y_buy
0	0	0	0	0	1	0	0	0	0	0	0	0	0	75	0	0	0	0	34	343	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	67	0	0	0	0	90	293	0
0	0	0	0	0	3	0	0	7.5625	0	0	-91.67235	0	0	96	0	0	1	0	183	729	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	54	0	0	0	0	170	2036	0
0	0	0	0	0	2	0	0	.0416667	0	0	-12.41665	0	0	12	0	0	1	0	76	207	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	25	0	0	0	0	157	1433	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	17	45	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	37	0	0	0	0	142	100	0
0	0	0	0	0	6	0	0	9.791667	0	0	-71.44604	0	0	79	0	0	1	0	182	1074	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	171	0	0	0	0	69	330	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	0	25	45	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	149	0	0	0	0	163	729	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	174	0	0	0	0	148	13753	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	16	82	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	181	0	0	0	0	134	620	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	167	0	0	0	0	177	704	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	0	0	0	107	199	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	105	0	0	0	0	169	563	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	137	0	0	0	0	190	6911	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	35	75	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	103	0	0	0	0	131	818	0
1	1	0	4	4	5	5	0	7.645833	7.645833	0	5.902733	5.902733	29	0	0	0	1	1	70	174	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	140	0	0	0	0	181	2312	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	157	0	0	0	0	33	317	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	54	0	0	0	0	169	2633	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	113	0	0	0	0	36	261	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	70	0	0	0	0	101	289	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	92	0	0	0	0	110	395	0
0	0	0	0	0	7	0	0	13.33333	0	0	-55.26951	0	0	66	0	0	1	0	151	2366	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	0	183	2637	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	58	0	0	0	0	170	1018	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	38	0	0	0	0	138	826	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	36	0	0	0	0	137	2188	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	0	0	0	0	72	204	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	28	116	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	114	464	0
1	1	0	0	0	1	1	0	0	0	0	0	0	104	104	104	0	0	0	167	673	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	74	0	0	0	0	32	100	0
0	0	0	0	0	3	0	0	.9583333	0	0	-1.714099	0	0	2	0	0	1	0	158	475	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0	49	100	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	63	0	0	0	0	51	130	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	27	0	0	0	0	29	107	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	59	0	0	0	0	14	467	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	157	0	0	0	0	37	78	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	32	403	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	59	219	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	0	0	0	0	168	1588	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	3	23	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	63	0	0	0	0	97	210	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	114	0	0	0	0	26	110	0
0	0	0	0	0	2	0	0	45.58333	0	0	-13.32435	0	0	36	0	0	1	0	149	450	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	169	0	0	0	0	123	1972	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	168	2216	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	99	0	0	0	0	65	232	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	81	0	0	0	0	70	154	0
0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0
0	0	0	0	0	2	0	0	8.166667	0	0	-114.9025	0	0	118	0	0	1	0	80	343	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	171	0	0	0	0	175	2022	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	110	0	0	0	0	168	1055	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	154	0	0	0	0	154	2553	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	34	238	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	26	109	0
0	0	0	0	0	2	0	0	3.833333	0	0	-34.21011	0	0	36	0	0	1	0	60	130	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	179	584	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	79	0	0	0	0	171	477	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	49	0	0	0	0	59	470	0
0	0	0	0	0	2	0	0	38.95833	0	0	-57.03216	0	0	76	0	0	1	0	172	3813	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	52	165	0
0	0	0	0	0	2	0	0	79.91666	0	0	-10.15528	0	0	50	0	0	1	0	70	159	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	118	0	0	0	0	160	380	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	35	0	0	0	0	50	57	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	110	0	0	0	0	89	271	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	29	40	0
0	0	0	0	0	4	0	0	6.305555	0	0	-20.83082	0	0	25	0	0	1	0	1	9	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	146	0	0	0	0	166	3757	0
0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	104	920	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	127	0	0	0	0	32	283	0
0	0	0	0	0	3	0	0	7.8125	0	0	-5.182083	0	0	10	0	0	1	0	12	177	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	59	0	0	0	0	-1	882	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	136	0	0	0	0	190	467	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	130	0	0	0	0	166	1232	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	165	0	0	0	0	18	45	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	167	534	0
0	0	0	0	0	3	0	0	18.16667	0	0	-99.875	0	0	111	0	0	1	0	50	214	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	25	0	0	0	0	181	1930	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	101	0	0	0	0	162	239	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	133	0	0	0	0	4	32	0
0	0	0	0	0	2	0	0	44.125	0	0	19.94238	0	0	2	0	0	1	0	166	15905	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	172	0	0	0	0	55	169	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	49	0	0	0	0	41	109	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	78	0	0	0	0	77	541	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	102	0	0	0	0	165	11138	0
1	1	0	0	0	3	3	0	.1041667	.1041667	0	-6.455789	-6.455789	6	6	6	0	1	1	135	373	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	97	0	0	0	0	158	323	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	55	0	0	0	0	27	207	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	153	0	0	0	0	37	370	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	61	181	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	31	105	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	31	0	0	0	0	164	588	0
0	0	0	0	0	3	0	0	75.95834	0	0	29.01029	0	0	21	0	0	1	0	168	774	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	99	0	0	0	0	177	3711	0
0	0	0	0	0	2	0	0	.0416667	0	0	-36.92195	0	0	36	0	0	1	0	36	77	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	82	0	0	0	0	166	920	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	56	0	0	0	0	136	1707	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	70	0	0	0	0	101	143	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	72	0	0	0	0	21	37	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	71	0	0	0	0	50	344	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	105	0	0	0	0	148	415	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	83	0	0	0	0	75	177	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	135	0	0	0	0	154	508	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0	61	278	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	7	33	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	56	0	0	0	0	120	551	0
0	0	0	0	0	4	0	0	45.66667	0	0	-6.979896	0	0	41	0	0	1	0	194	1118	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	56	0	0	0	0	172	236	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	154	0	0	0	0	52	243	0
0	0	0	2	0	2	0	0	1.708333	0	0	.5559708	0	0	0	0	0	1	0	3	49	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	76	0	0	0	0	138	388	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	63	162	0
1	2	0	0	0	13	13	11	7.493055	7.493055	-58.75723	-49.21557	-49.21557	64	56	56	1	1	1	129	892	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	2	79	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	99	0	0	0	0	185	531	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	78	222	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	-1	17	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	105	0	0	0	0	32	107	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0	18	48	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	78	0	0	0	0	16	141	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	119	515	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	85	0	0	0	0	155	405	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	96	0	0	0	0	34	211	0
0	0	0	0	0	3	0	0	.375	0	0	-7.7408	0	0	7	0	0	1	0	16	66	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	102	164	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	0	0	0	154	1337	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	66	0	0	0	0	5	28	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	173	0	0	0	0	173	629	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0	58	109	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	48	139	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	126	0	0	0	0	74	174	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	68	0	0	0	0	97	322	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	158	0	0	0	0	19	100	0
0	0	0	0	0	2	0	0	125.5	0	0	28.28595	0	0	34	0	0	1	0	178	598	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	48	81	0
1	1	0	0	0	7	7	0	1.493056	1.493056	0	.0977827	.0977827	5	1	1	0	1	1	7	115	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	1	12	0
0	0	0	6	0	7	0	0	2.756944	0	0	2.331983	0	0	0	0	0	1	0	2	3	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	9	134	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	78	0	0	0	0	100	505	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	138	0	0	0	0	177	955	0
1	1	0	0	0	1	1	0	0	0	0	0	0	14	3	3	0	0	0	11	38	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	0	9	40	0
0	0	0	0	0	2	0	0	46.08333	0	0	-40.56979	0	0	63	0	0	1	0	22	103	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	180	0	0	0	0	59	115	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	50	0	0	0	0	83	779	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	152	1870	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	44	0	0	0	0	2	34	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	9	38	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	139	0	0	0	0	21	168	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	169	0	0	0	0	27	642	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	84	0	0	0	0	48	293	0
0	0	0	0	0	2	0	0	.0416667	0	0	-34.08351	0	0	34	0	0	1	0	29	61	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	-1	4	0
0	0	0	0	0	2	0	0	.0416667	0	0	-140.093	0	0	140	0	0	1	0	106	432	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	0	0	0	161	1651	0
0	0	0	0	0	2	0	0	5	0	0	.8901167	0	0	1	0	0	1	0	37	76	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	51	0	0	0	0	30	135	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	128	0	0	0	0	164	1982	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	151	0	0	0	0	173	1448	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	67	0	0	0	0	100	447	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	48	0	0	0	0	115	890	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	105	0	0	0	0	133	253	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	21	9	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	105	395	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	143	0	0	0	0	110	904	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	98	0	0	0	0	145	1013	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	44	0	0	0	0	3	29	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	167	1390	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	7	140	0
0	0	0	0	0	4	0	0	47.875	0	0	11.67414	0	0	24	0	0	1	0	184	3440	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0	22	57	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	108	0	0	0	0	68	684	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	0	0	163	518	0
0	0	0	0	0	2	0	0	144.2083	0	0	67.78992	0	0	4	0	0	1	0	161	2138	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	0	13	84	0
1	1	0	9	9	7	7	0	10.16667	10.16667	0	8.33939	8.33939	20	0	0	0	1	1	148	356	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	7	101	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	81	0	0	0	0	172	250	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	159	522	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	161	1492	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	134	0	0	0	0	180	591	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	58	318	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	56	0	0	0	0	121	518	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	137	0	0	0	0	161	3786	0
0	0	0	0	0	30	0	0	2.922414	0	0	-3.416621	0	0	6	0	0	1	0	43	198	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	38	0	0	0	0	40	215	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	56	0	0	0	0	54	137	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	44	0	0	0	0	52	100	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	55	0	0	0	0	56	183	0
0	0	0	0	0	2	0	0	4.208333	0	0	-133.059	0	0	135	0	0	1	0	129	17	0
1	1	0	0	0	3	3	0	65.16666	65.16666	0	-6.358843	-6.358843	180	49	49	0	1	1	162	563	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	0	26	93	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0	53	96	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	55	0	0	0	0	22	66	0
0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	565	0
0	0	0	0	0	2	0	0	.0416667	0	0	-15.30885	0	0	15	0	0	1	0	184	2531	0
0	0	0	0	0	2	0	0	.5833333	0	0	-4.389454	0	0	4	0	0	1	0	5	111	0
0	0	0	0	0	3	0	0	1.104167	0	0	-12.24472	0	0	12	0	0	1	0	118	327	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	158	0	0	0	0	0	407	0
1	1	0	3	3	2	2	0	3.125	3.125	0	1.383983	1.383983	3	0	0	0	1	1	20	43	1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	86	0	0	0	0	30	119	0
0	0	0	0	0	3	0	0	92.4375	0	0	60.54119	0	0	1	0	0	1	0	168	4311	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	56	0	0	0	0	27	87	0
0	0	0	0	0	2	0	0	.0416667	0	0	-29.31131	0	0	29	0	0	1	0	129	318	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	13	99	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	129	0	0	0	0	56	173	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	77	0	0	0	0	59	2112	0
0	0	0	0	0	4	0	0	7.138889	0	0	-128.0247	0	0	133	0	0	1	0	24	116	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0	162	2773	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	157	0	0	0	0	177	517	0
0	0	0	0	0	2	0	0	1.625	0	0	-142.385	0	0	143	0	0	1	0	157	1038	0
0	0	0	0	0	2	0	0	1.375	0	0	-61.14866	0	0	61	0	0	1	0	0	220	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	70	134	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	176	0	0	0	0	152	872	0
1	1	0	0	0	5	5	0	4.697917	4.697917	0	.2509958	.2509958	22	3	3	0	1	1	9	99	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	47	234	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	168	800	0
0	0	0	0	0	4	0	0	4.444445	0	0	-150.1536	0	0	153	0	0	1	0	168	865	0
0	0	0	0	0	4	0	0	11.63889	0	0	-126.0438	0	0	134	0	0	1	0	161	2887	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	57	0	0	0	0	62	210	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	182	0	0	0	0	149	980	0
0	0	0	0	0	3	0	0	19.79167	0	0	-106.0943	0	0	119	0	0	1	0	183	1045	0
0	0	0	0	0	3	0	0	2.708333	0	0	-5.895728	0	0	7	0	0	1	0	12	28	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	34	105	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	134	0	0	0	0	32	91	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	27	159	0
0	0	0	0	0	2	0	0	58.04167	0	0	14.59357	0	0	14	0	0	1	0	115	486	0
0	0	0	0	0	4	0	0	7.347222	0	0	-103.466	0	0	108	0	0	1	0	58	248	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	120	0	0	0	0	43	111	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	141	0	0	0	0	62	375	0
0	0	0	0	0	5	0	0	10.60417	0	0	-126.7149	0	0	135	0	0	1	0	81	608	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	0	159	276	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	0	10	97	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	46	219	0
0	0	0	0	0	2	0	0	18.33333	0	0	-104.7612	0	0	113	0	0	1	0	97	348	0
0	0	0	0	0	2	0	0	104.9167	0	0	-16.58018	0	0	69	0	0	1	0	27	83	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	89	0	0	0	0	163	971	0
0	0	0	3	0	4	0	0	11.33333	0	0	8.273008	0	0	0	0	0	1	0	59	151	0
0	0	0	0	0	5	0	0	.75	0	0	-29.55616	0	0	30	0	0	1	0	22	43	0
1	1	0	0	0	6	6	0	11.59167	11.59167	0	-10.42622	-10.42622	60	20	20	0	1	1	97	402	0
0	0	0	0	0	2	0	0	14.08333	0	0	-5.779746	0	0	12	0	0	1	0	80	432	0
0	0	0	0	0	2	0	0	28.58333	0	0	-10.20737	0	0	24	0	0	1	0	174	1408	0
0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	218	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	143	0	0	0	0	122	331	0
1	1	0	0	0	3	3	0	.0416667	.0416667	0	-143.993	-143.993	144	144	144	0	1	1	74	367	0
0	0	0	0	0	2	0	0	.0416667	0	0	-12.54848	0	0	12	0	0	1	0	17	119	0
1	1	0	0	0	2	2	0	.0416667	.0416667	0	-111.791	-111.791	111	111	111	0	1	1	19	76	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	118	0	0	0	0	114	626	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	126	0	0	0	0	12	110	0
0	0	0	0	0	2	0	0	27.625	0	0	-23.37022	0	0	37	0	0	1	0	168	7885	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	160	0	0	0	0	48	135	0
1	1	0	0	0	4	4	0	.3333333	.3333333	0	-16.3405	-16.3405	17	16	16	0	1	1	37	60	0
0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	41	0
0	0	0	0	0	3	0	0	27.64583	0	0	-57.70418	0	0	76	0	0	1	0	176	1522	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	120	0	0	0	0	183	806	0
1	1	0	0	0	8	8	0	.5178571	.5178571	0	-5.954733	-5.954733	8	6	6	0	1	1	4	62	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	5	17	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0	23	128	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	181	0	0	0	0	79	516	0
0	0	0	0	0	2	0	0	62.125	0	0	-29.92734	0	0	60	0	0	1	0	24	59	0
0	0	0	0	0	15	0	0	12.92857	0	0	9.751145	0	0	2	0	0	1	0	68	1084	0
0	0	0	0	0	2	0	0	3.708333	0	0	-31.17973	0	0	33	0	0	1	0	99	773	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	85	0	0	0	0	52	101	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	111	0	0	0	0	113	223	0
0	0	0	0	0	9	0	0	8.739583	0	0	6.347348	0	0	1	0	0	1	0	62	208	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	110	0	0	0	0	46	241	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	56	0	0	0	0	176	1106	0
0	0	0	0	0	2	0	0	.2083333	0	0	-177.672	0	0	177	0	0	1	0	128	299	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	14	208	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	163	0	0	0	0	154	2161	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0	-1	1596	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	-1	9	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	36	0	0	0	0	136	1703	0
0	0	0	0	0	4	0	0	37.65278	0	0	27.18188	0	0	1	0	0	1	0	149	3321	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	132	0	0	0	0	172	2900	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	77	0	0	0	0	115	762	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	179	0	0	0	0	75	555	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	56	0	0	0	0	162	1143	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0	78	364	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	32	121	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	55	0	0	0	0	148	944	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	173	0	0	0	0	181	4824	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	7	97	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	144	0	0	0	0	157	2425	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	82	212	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	53	371	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	149	0	0	0	0	134	323	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	108	0	0	0	0	18	110	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	131	0	0	0	0	158	855	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	69	0	0	0	0	178	614	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	44	77	0
